Tweet,emociones_merged
@jack_haug_lifty @eable It's Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you #lost,"['disgust', 'pessimism', 'sadness']"
I'm so restless,"['fear', 'sadness']"
Y'all tune into Snapchat for Beans funereal,"['anticipation', 'sadness']"
@aradsliff don't know I'm from nj we are the worst on purpose. ,"['anger', 'disgust']"
US lady in foyer - 'Am I not #afraid to be tweeting in #Moscow?' Fortified by d good #Lord &amp; #JD I reply 'I fear no Russian. 'cept my #wife😅,"['fear', 'joy']"
Losing to Villa...'@M0tivati0nQuote: Most of the things people worry about are things that won't even matter to them a few months from now.',"['anticipation', 'optimism']"
"It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. ",sadness
The amount of laughter ready to leave my body if United lose is unreal,joy
"@SentinalsMom *Baal dashed forward, boosted forward by her power of flight. Her sword pointed at Void, meant to stop just short of her--","['anticipation', 'optimism']"
Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered #happy,"['joy', 'optimism']"
@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh.,[]
Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor #fear #life #quote,"['fear', 'optimism']"
@JamieSmart93 that was shocking!,"['anger', 'disgust', 'fear', 'sadness', 'surprise']"
"@sandahlcarrie Your comments concern us, Carrie. Please DM your record locator and details.","['anticipation', 'fear']"
"@lyskoi anyway, I found a short scale today that was perfect for my purposes. soft on the hands, won't aggravate my (now-chronic) tendonitis","['anticipation', 'joy', 'optimism']"
Honestly today I just felt like maybe track isn't for me ,"['disgust', 'sadness']"
Q&amp;A with N. Christie @westernuHistory: fr. @marybethstart: What would Peter and Dardanella think of us knowing? #poorthings #shy,"['anticipation', 'sadness']"
Yo gurls Dm for a tribute 😜💦 #snapme #dm #nudes #tribute #cumtribute #cock  #cum #swallow,"['anger', 'disgust', 'joy']"
It's so breezy I love it 🌬️🍃💛,"['joy', 'love', 'optimism']"
Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in.. ,"['joy', 'optimism']"
That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. ,"['anger', 'disgust', 'joy']"
@susanbrodigan @lyricconcert Ha yes- the look of despair!,"['disgust', 'fear', 'pessimism', 'sadness']"
Got a #serious #hyper #predator #heckler situation over here,"['fear', 'pessimism', 'sadness']"
Common app just randomly logged me out as I was writing the last part of my college essay and lost all of it 😭😭😭,"['anger', 'disgust', 'sadness']"
Never leave me alone with my credit card. Nope nope mope.,"['anticipation', 'disgust', 'fear', 'sadness']"
The irony in that last is that Republicans - more likely to watch Fox News - distrust the news media more. Yet they can't see Fox's lies!,"['anger', 'disgust']"
He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees ,[]
@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.,"['anger', 'sadness']"
Never ever been this unhappy before in my life lmao,"['pessimism', 'sadness']"
come to the funeral tomorrow at 12 to mourn the death of my gpa,sadness
I stepped into the shower and my spidey senses tangled. I immediately looked up and saw a spider directly above my head. #terror,fear
"@HuffingtonPost huff i know your pro-hillary and so is CNN and MSNBC, but they made no mention of this, this statement would be gold for em","['anger', 'disgust', 'joy']"
I'm afraid she's the goat you libeling people?  #goat #libeling,"['disgust', 'fear']"
why won't you let me go? do i threaten all your plans? im insignificant,disgust
GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED #revenge,"['anticipation', 'joy', 'optimism']"
Come and join in with #cakeclubhour tomorrow afternoon from 3pm! #bizhour #chirp,"['anticipation', 'joy']"
And they cover these police shootings fairly well they dont want to miss a chance to bully you,"['anger', 'disgust']"
Some of these people at this protest are just there for the adrenaline rush. #depressing,"['pessimism', 'sadness']"
"We are elated to have @lisavol, Sid Espinosa and @dyuliharris, ready to inspire innovative students!!  @knightfdn @MicrosoftSV @JessicaWeare","['joy', 'love', 'optimism']"
@RyuRedwings2 and I have discovered you can now send animated gifs over the updated iMessage,"['anticipation', 'joy']"
"@CNN Wait, didn't she get a case of the ass when Donald Trump called it terrorism BEFORE all the facts were in?  I guess it's ok if she does","['anger', 'disgust']"
Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed,"['anger', 'anticipation', 'disgust', 'sadness']"
@essdotX the jovial and forgiving negro is always pressed upon to act against his/her self-interest in favor of the oppressor,"['disgust', 'joy', 'sadness']"
I'm getting so nervous for my first anatomy exam 😩,fear
I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage,"['anger', 'disgust']"
@sszmata @PKessel81 Blew up the Internet with his chirp. Lol. Love it.,"['joy', 'love', 'optimism']"
Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont #horror,"['anger', 'disgust', 'fear', 'sadness']"
I wonder if Corey will vote for Nicole?? #snacole #bb18 #paulsgonnawin #finale #halfamill #nervous,"['anticipation', 'fear', 'surprise']"
"Tired of people pretending Islam isn't one of the most misogynistic religions, it's no coincidence Muslim countries are terrible for women.","['anger', 'disgust']"
@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30 ,"['anticipation', 'joy']"
@Bridget_Jones was joyous. Worried I would be disappointed. Most definitely was not. #chickflick #giggles #comethefuckonbridget,"['joy', 'love', 'pessimism']"
@OutdoorLoverz is this a bridge if I have to drive on such I will stop breathing Yooo I can't I'm to afraid,"['disgust', 'fear']"
My bf drove out of his way after a long day just to spend 15 min holding me to make me feel better. How'd I get so lucky #lucky #happy,"['joy', 'love']"
Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym  #tumbling,"['joy', 'love', 'optimism']"
"When we are weak &amp; in despair, our Mighty God is near;He will give us strength &amp; joy &amp; hope, &amp; calm our inner fear, just have faith &amp; trust.","['optimism', 'trust']"
There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done ,"['joy', 'love']"
@jjskeffington @foodbelfast I dread to think!,"['fear', 'pessimism', 'sadness']"
Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. #rage,"['anger', 'disgust', 'sadness']"
I forgot about this nice area down here with the fiery hearths,"['anticipation', 'joy', 'optimism']"
Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?,"['anger', 'disgust']"
Old saying 'A #smile shared is one gained for another day' @YEGlifer @Scott_McKeen,"['joy', 'optimism', 'trust']"
On a side note if you are self medicating ? That's not helping that is burying the anxiety that WILL manifest in another way. Heart disease?,"['fear', 'pessimism']"
"So I tried to give her time to sober up, while waiting at the our friend's house. 2 hours later, gal wake up out her nap to vomit again.","['anger', 'disgust', 'pessimism', 'sadness']"
@MCFCDenver doing the exact same minus the beer sadly,sadness
There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done #smiling,"['joy', 'love', 'optimism']"
Ibiza blues hitting me hard already wow,surprise
@iamnotatwit Or did I lie and cut 5 years off my age to be young and spry and hire-able in Hollywood? #thegoldbergs,"['disgust', 'fear', 'surprise']"
"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest ","['anticipation', 'joy', 'optimism']"
Watch this amazing live.ly broadcast by @jaredhorgan #lively #musically,"['joy', 'optimism']"
It's not always how you #start it's how you #FINISH,"['anticipation', 'joy', 'optimism']"
This game has pissed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards,"['anger', 'disgust', 'sadness']"
"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)",[]
"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n #x33 ","['joy', 'optimism', 'trust']"
I want to slide into the dms but im too fucking shy #shy,"['anger', 'fear', 'sadness']"
"@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday This is hilarious ! Not a Freudian slip, eh !","['joy', 'love', 'optimism']"
"@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2  #fedup","['anger', 'disgust', 'sadness']"
| At home sick... 🎼The blues🎼 won't cure it so I need ideas 🎸😭 | #sorethroat #sick #blues #music #fallweather #carletonuniversity #ottawa,sadness
So nervous I could puke,"['fear', 'sadness']"
"The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...💙❤ #sweetEmbrace #delight","['joy', 'love', 'optimism']"
I watch Amyah throw temper tantrums when she gets mad at something and I'm just like damnit that is me and I can't do nothing but laugh 😅,joy
@dlrwills turn that frown upside down buddy 🙃.,"['anger', 'disgust', 'joy', 'optimism', 'sadness']"
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA #raging #oldcunt,"['anger', 'sadness']"
"Charlotte and a friend just climbed to the top of a windmill! Think the view was easy, breezy, beautiful? @PlayHollywoodU","['joy', 'optimism']"
"@BBCNews 😝 scared of their own horror story they wrote, afraid of the #terror they spread, will #europe start WW3 in 2017 anniversary of WW1",fear
Accept the challenges so that you can feel the exhilaration of victory. \n\n#MBMcLisse,"['joy', 'optimism']"
"At school, my classmate is with me at music class and he sang Hallelujah like, god, with my friend we were breathless.","['joy', 'love', 'surprise']"
@ashleynwinters I don't like the statement but I love the optimism,"['joy', 'love', 'optimism']"
So they #threaten to kill #kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth.,"['anger', 'disgust', 'fear']"
@SkySportsRL i would just get some decent referees ,"['joy', 'trust']"
@lawson__lynch my kinda girl pleasing the dick right😍😏,"['anger', 'joy', 'love']"
My baskets are better when I'm in a bad mood someone irritate me before practice please,anger
So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted #offended,"['anger', 'disgust', 'sadness']"
@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! ,optimism
"Jorge deserves it, honestly. He's weak. #revolting #90dayfiance","['pessimism', 'sadness']"
#sober life,"['joy', 'optimism', 'sadness']"
Fuking fuming 😤,"['anger', 'disgust']"
So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed #bitter,joy
Delete this shit Josh just screenshotted my snap me,"['anger', 'disgust', 'sadness']"
"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success  #perfection #fortunate #mixed","['joy', 'optimism', 'sadness']"
