Tweet,emotions_merged
My heads still in Ibiza but my body is sat at me desk at work #depressing,sad
@_JESSICAVIDAL_ Just pour it down the sink and let him drink you.,anger
Gonna get some acupuncture today for all my damn anxiety 🙃🤕,fear
Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #snap #country #countrygirl,anger
i already gets aggravated too fast like why aggravate me on purpose?,anger
Just put the winter duvet on ☃️❄️🌬☔️ ,joy
@Cinestrong something a cyber bully would say,anger
@JackHoward the Christmas episode genuinely had me in tears of laughter,joy
@saraandgreg @Airbnb Another happy customer.  #secreteyes,joy
@lefluerr Lol yeah I read that but I stayed up and didn't nap tillI collect 3 people who I think they've got me 😂😂!!,joy
@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and I'm not a fan of the ole miss one either,anger
@DJ_JeanFranko growl!!!,anger
the Lord turn his face toward you and give you peace. Numbers 6:26 #truth #trust #promise #calm #justice #great #mighty #protected #delight,joy
"tones - \n: 1/2 of my favourite chris pine stans. i love tones more than anything, mt sweet summer child i will attack anyone who hurts her",joy
I don't ever know how to change the vibe once it's ruined. Is that considered holding a grudge? 😅,anger
Ffs clan... seriously never been so disheartened,sad
@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do... #sike #losers ,anger
"I either look like a raging bitch, or I'm obnoxiously laughing at something not that funny. I don't think there's any middle ground.",anger
My son 11 has 128 friends on Facebook and yet is moping around the house complaining he has no one to talk to. I'm right here son,sad
@RossKemp great programme tonight #sad #upsetting #extremeworld,sad
SOBRIETY®   trying to make being sober fashionable….can it be done ? #zeroalcohol #soberoctober #clubsoda #nomorehangovers #sober,joy
Remembering those day when u still did'nt know kpop n thinking about how sad your life was without it - Kpop fan,sad
Blake lively is flawless,joy
"@TurtleTitan2003 (She laughed a bit. Of course it was! Aria shook her head, calming her mirth so she could listen to Mikey.) No, actually. +",joy
American horror story and chill tonight?😌,fear
@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves,joy
"When tears r inappropriate: 'This day is holy to our Lord. Do not grieve, for the joy of the LORD is your strength.' Nehemiah 8:10 NIV #joy",joy
"Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.",joy
Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??,anger
@NikhilTikare i like cold gloomy weather,joy
Boys of Fall makes me miss cheering on Friday nights much sooooo bad #bulldogslways🐾,sad
"#Determine to #start putting the Word in your #heart #consistently. Every day a #line here, a line there--a tape here, a #tape there 💨",joy
"“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot",joy
My encouragement today is my dog while my head is in a fog. #epicfail  #feelingfedup #tired #ihaveheardeverything #wondering,joy
"Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'",joy
"The return of Matt Damon, and of director Paul Greengrass, brings back all the exhilarating if rather po-faced entertainment to a movie",joy
@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking. #Hillary #divide  #chaos,anger
Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist,anger
"#internationaldayofpeace Want peace,prepare for war. Destroy terror states like Pakistan",anger
@CNNPolitics I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste! ,anger
The book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some,anger
Yo gurls Dm for a tribute 😜💦 #snapme #dm #nudes #tribute #cumtribute #cock #snap #cum #swallow,joy
@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking.#Hillary #divide #anger #chaos,anger
@UKBlogAwards @ModishMale I would always be honest but it's great to feedback opinion to the brand - don't want to offend them #BlogHour,joy
I found #marmite in Australia. `:) ,joy
OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH ,anger
Impractical Jokers...practically genius!!!  @BQQuinn #laughter #good4thesoul #ImpracticalJokers #bingewatching,joy
"@PhilRosenthal Perhaps I've missed it, are you doing another season of IHWPH???\nYou are so joyous and gleeful at the the prospect of eating!",joy
Happy Birthday shorty. Stay fine stay breezy stay wavy @daviistuart 😘,joy
I really hate Mel and Sue. They think they're hilarious and they're just awful,anger
@firstleeds not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work #fuming #useless reply,anger
I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM  #SingleGirlProblems,fear
"With a very tired body and mind and sparkling teeth I say to all my followers, good night and if there is an apocalypse; good luck. #aspie",joy
But guess what ? I'm sober,joy
"We are about a little over an hour away! We will arrive soon, do not fret!",joy
Am I watching #BacheloretteAU or Zoolander ?  #samvrhys,joy
@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales ,joy
"Pussies - In the dark, they're all the same",anger
@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running,joy
"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any  #sexism",anger
@Patsy1207 @markheardusa @theinquisitr Do your fuc*ing job and report the news.Just another bully to go in the basket.Freedom or fear???,anger
"@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) ",joy
Fellaini has been playing ahead of this guy...just let that sink in,sad
"@eleanor_binks at least Blake lively and Ryan Reynolds are still together, God bless what a beaut couple",joy
@FantasyGuruSite I knew you were going to do that. I would definitely buy if I didn't live in Texas where you can't play DFS. ... so depress,sad
But i'll be a pity. 🐑 #lively,joy
We have been a better second half team this season. So there's that. ,joy
@TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !,joy
@barbarasgarden Thank you oh so much. There are many challenges but much rejoicing! ✨,joy
The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids #horrible,anger
"TheNiceBot: IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot #الخفجي",joy
@harowe this sad truth!,sad
"... Huh. Perhaps... Because we're both so dreary, we get along well?",joy
Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete ,joy
like srsly somebody help me deal with this social anxiety,fear
.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.  ,anger
"Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'",anger
I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. #anxiety,fear
"I'm due for a big change! I've prayed on it, I think I deserve it #positivity ",joy
The moment of the day when you have to start to plaster a smile in your face. #depression,sad
@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?  #optimism,joy
"I have learned over the years that when one's mind is made up, this diminishes fear. –Rosa Parks #quotes #motivation",joy
"@ActualFlatticus @veggie64_leslie @mtracey Call me a pessimist, but I don't think therapy can fix whatever is wrong with Anthony Weiner.",sad
Heather that was #hilarious! @MsHeatherBates @pattonoswalt @chrishansen #AnthonyWeiner #15gets20 #NYC,joy
"#personaldevelopment\n\nToday is a gift, that's why it's called the present... #happiness #optimism #entrepreneur #personaldevelopment …",joy
a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +,fear
"You know when you're just slightly high, the state between sober and high af? That's beautiful. I wish I could feel like that 24/7.",joy
Made my night that @GordonReid91 Reid was included in tonight's hilarity. Some of those points were brilliant. Thanks @andy_murray,joy
"@_aiseela\nHe will rejoice over you with gladness, \nHe will renew you with His love, \nHe will rejoice over you with singing.",joy
@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless,anger
"@Ren102e906 Just do what you can, don't get discouraged, maybe some prayers for divine intervention to help you would help :)",joy
Watch this amazing live.ly broadcast by @flydudern #lively #musically,joy
"@5ftanomaly aside from that i'm all about pleasing the individual that i'm involved with, my pleasure comes from their pleasure.",joy
Someone set off the fire alarm and I'm so angry because I was in the middle of moisturizing my elbows,anger
Happy #internationaldayofpeace everyone hoping that the world becomes a better place less division more happiness keep smiling. 😄😄❤️,joy
15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #smile #stretch,joy
"@veroicone my typical shake is ~100g banana, 1c almond milk, 1tbsp chia and protein. Sometimes I add PB2 or ice or other fruit.",joy
Making my buddy cry !! Bitch wait for revenge 🤗👌🏻,anger
"Eve, Izzy, and Paige cheerfully sing songs together.",joy
I hate Bakewell tart … anything that tastes of almond essence is just horrid! #GBBO,anger
Gotta hit up breezy every day to make sure he's breaking in my boots. First class friend right there,joy
Miami proficiency is like pleasing by what name miami beaches: pIkxb,joy
